chr,start,end,name,score,strand,common_name,sample
chrIV,1349931,1350283,YDR443C,100,-,SSN2,yiming
chrIV,1349931,1350283,YDR444W,100,+,YDR444W,yiming
chrIV,1352582,1353282,YDR445C,100,-,YDR445C,yiming
chrIV,1353018,1353718,YDR446W,100,+,ECM11,yiming
chrIV,1355546,1356058,YDR447C,100,-,RPS17B,yiming
chrIV,1355546,1356058,YDR448W,100,+,ADA2,yiming
chrIV,1358895,1359595,YDR449C,100,-,UTP6,yiming
chrIV,1359216,1359916,YDR450W,100,+,RPS18A,yiming
chrIV,1362174,1362871,YDR451C,100,-,YHP1,yiming
chrIV,1362174,1362871,YDR452W,100,+,PPN1,yiming
chrIV,1365655,1366257,YDR453C,100,-,TSA2,yiming
chrIV,1366820,1367366,YDR454C,100,-,GUK1,yiming
chrIV,1366820,1367478,YDR456W,100,+,NHX1,yiming
chrIV,1367674,1368374,YDR455C,100,-,YDR455C,yiming
chrIV,1369379,1369783,YDR457W,100,+,TOM1,yiming
chrIV,1382039,1382312,YDR458C,100,-,HEH2,yiming
chrIV,1383436,1383804,YDR459C,100,-,PFA5,yiming
chrIV,1383436,1383804,YDR460W,100,+,TFB3,yiming
chrIV,1384769,1385169,YDR461W,100,+,MFA1,yiming
chrIV,1385759,1386066,unknown_4956,100,-,CMI8,yiming
chrIV,1385759,1386066,YDR462W,100,+,MRPL28,yiming
chrIV,1386509,1386809,YDR463W,100,+,STP1,yiming
chrIV,1388368,1388865,YDR464W,100,+,SPP41,yiming
chrIV,1392673,1393329,YDR464C-A,100,-,YDR464C-A,yiming
chrIV,1394567,1395114,YDR465C,100,-,RMT2,yiming
chrIV,1394567,1395114,YDR466W,100,+,PKH3,yiming
chrIV,1397902,1398019,YDR467C,100,-,YDR467C,yiming
chrIV,1398693,1399008,YDR468C,100,-,TLG1,yiming
chrIV,1398693,1399008,YDR469W,100,+,SDC1,yiming
chrIV,1401207,1401763,YDR470C,100,-,UGO1,yiming
chrIV,1401207,1401763,YDR471W,100,+,RPL27B,yiming
chrIV,1402615,1403315,YDR472W,100,+,TRS31,yiming
chrIV,1405847,1406547,YDR473C,100,-,PRP3,yiming
chrIV,1410087,1410446,YDR475C,100,-,JIP4,yiming
chrIV,1411120,1411820,YDR476C,100,-,YDR476C,yiming
chrIV,1411666,1412366,YDR477W,100,+,SNF1,yiming
chrIV,1414267,1414568,YDR478W,100,+,SNM1,yiming
chrIV,1416867,1417392,YDR479C,100,-,PEX29,yiming
chrIV,1416867,1417392,YDR480W,100,+,DIG2,yiming
chrIV,1420243,1420424,YDR481C,100,-,PHO8,yiming
chrIV,1420831,1421150,YDR482C,100,-,CWC21,yiming
chrIV,1420831,1421150,YDR483W,100,+,KRE2,yiming
chrIV,1422478,1422756,YDR484W,100,+,VPS52,yiming
chrIV,1427200,1427424,YDR485C,100,-,VPS72,yiming
chrIV,1428113,1428347,YDR486C,100,-,VPS60,yiming
chrIV,1428973,1429181,YDR487C,100,-,RIB3,yiming
chrIV,1430782,1431005,YDR488C,100,-,PAC11,yiming
chrIV,1430782,1431005,YDR489W,100,+,SLD5,yiming
chrIV,1434261,1434493,YDR490C,100,-,PKH1,yiming
chrIV,1434261,1434917,YDR492W,100,+,IZH1,yiming
chrIV,1434984,1435684,YDR491C,100,-,YDR491C,yiming
chrIV,1435867,1436210,YDR493W,100,+,MZM1,yiming
chrIV,1436581,1436923,YDR494W,100,+,RSM28,yiming
chrIV,1441143,1441426,YDR495C,100,-,VPS3,yiming
chrIV,1443396,1443706,YDR496C,100,-,PUF6,yiming
chrIV,1445460,1445836,YDR497C,100,-,ITR1,yiming
chrIV,1446987,1447687,YDR498C,100,-,SEC20,yiming
chrIV,1447123,1447823,YDR499W,100,+,LCD1,yiming
chrIV,1450846,1451346,YDR500C,100,-,RPL37B,yiming
chrIV,1450846,1451346,YDR501W,100,+,PLM2,yiming
chrIV,1454457,1455035,YDR502C,100,-,SAM2,yiming
chrIV,1455859,1456304,YDR503C,100,-,LPP1,yiming
chrIV,1456687,1456688,YDR504C,100,-,SPG3,yiming
chrIV,1459213,1459721,YDR505C,100,-,PSP1,yiming
chrIV,1461547,1462247,YDR506C,100,-,GMC1,yiming
chrIV,1465779,1466446,YDR507C,100,-,GIN4,yiming
chrIV,1467519,1468219,YDR509W,100,+,YDR509W,yiming
chrIV,1468437,1469137,YDR508C,100,-,GNP1,yiming
chrIV,1468693,1469393,YDR510W,100,+,SMT3,yiming
chrIV,1469804,1470010,YDR510C-A,100,-,YDR510C-A,yiming
chrIV,1469804,1470010,YDR511W,100,+,SDH7,yiming
chrIV,1470411,1471010,YDR513W,100,+,GRX2,yiming
chrIV,1471056,1471541,YDR512C,100,-,EMI1,yiming
chrIV,1472992,1473422,YDR514C,100,-,YDR514C,yiming
chrIV,1472992,1473422,YDR515W,100,+,SLF1,yiming
chrIV,1476469,1477169,YDR516C,100,-,EMI2,yiming
chrIV,1476532,1477232,YDR517W,100,+,GRH1,yiming
chrIV,1478350,1478601,YDR518W,100,+,EUG1,yiming
chrIV,1480154,1480418,YDR519W,100,+,FPR2,yiming
chrIV,1482434,1483134,YDR521W,100,+,YDR521W,yiming
chrIV,1483396,1483788,YDR520C,100,-,URC2,yiming
chrIV,1485296,1485559,YDR522C,100,-,SPS2,yiming
chrIV,1487031,1487535,YDR523C,100,-,SPS1,yiming
chrIV,1488983,1489396,YDR524C,100,-,AGE1,yiming
chrIV,1488983,1489396,YDR524W-C,100,+,YDR524W-C,yiming
chrIV,1489791,1489864,YDR524C-B,100,-,YDR524C-B,yiming
chrIV,1489791,1489898,YDR525W,100,+,API2,yiming
chrIV,1489983,1490589,YDR524C-A,100,-,YDR524C-A,yiming
chrIV,1490227,1490589,YDR525W-A,100,+,SNA2,yiming
chrIV,1490828,1491087,YDR527W,100,+,RBA50,yiming
chrIV,1491538,1492238,YDR526C,100,-,YDR526C,yiming
chrIV,1493879,1494579,YDR528W,100,+,HLR1,yiming
chrIV,1496541,1496784,YDR529C,100,-,QCR7,yiming
chrIV,1497761,1498225,YDR530C,100,-,APA2,yiming
chrIV,1497761,1498225,YDR531W,100,+,CAB1,yiming
chrIV,1500546,1501246,YDR532C,100,-,KRE28,yiming
chrIV,1502153,1502853,YDR533C,100,-,HSP31,yiming
chrIV,1504892,1505592,YDR534C,100,-,FIT1,yiming
chrIV,1507354,1507997,YDR535C,100,-,YDR535C,yiming
chrIV,1507354,1507997,YDR536W,100,+,STL1,yiming
chrIV,1510193,1510893,YDR538W,100,+,PAD1,yiming
chrIV,1511452,1512085,YDR537C,100,-,YDR537C,yiming
chrIV,1511621,1512085,YDR539W,100,+,FDC1,yiming
chrIV,1517660,1518360,YDR540C,100,-,IRC4,yiming
chrIV,1520683,1521383,YDR541C,100,-,YDR541C,yiming
chrIV,1522535,1523235,YDR542W,100,+,PAU10,yiming
chrIV,1524919,1525081,YDR543C,100,-,YDR543C,yiming
chrIV,1525509,1526209,YDR544C,100,-,YDR544C,yiming
chrIV,1525607,1526307,YDR545W,100,+,YRF1-1,yiming
chrIV,1531328,1532028,YDR545C-A,100,-,YDR545C-A,yiming
chrV,0,630,YEL077W-A,100,+,YEL077W-A,yiming
chrV,4097,4185,YEL077C,100,-,YEL077C,yiming
chrV,4170,4870,YEL075W-A,100,+,YEL075W-A,yiming
chrV,5114,5345,YEL076C-A,100,-,YEL076C-A,yiming
chrV,5114,5345,YEL076C,100,-,YEL076C,yiming
chrV,5713,6126,YEL075C,100,-,YEL075C,yiming
chrV,5713,6126,YEL074W,100,+,YEL074W,yiming
chrV,7553,8253,YEL073C,100,-,YEL073C,yiming
chrV,13020,13720,YEL072W,100,+,RMD6,yiming
chrV,15655,16355,YEL071W,100,+,DLD3,yiming
chrV,18889,19589,YEL070W,100,+,DSF1,yiming
chrV,23231,23931,YEL069C,100,-,HXT13,yiming
chrV,25978,26189,YEL068C,100,-,YEL068C,yiming
chrV,25978,26667,YEL066W,100,+,HPA3,yiming
chrV,26776,27476,YEL067C,100,-,YEL067C,yiming
chrV,27206,27657,YEL065W,100,+,SIT1,yiming
chrV,31239,31694,YEL064C,100,-,AVT2,yiming
chrV,33466,34166,YEL063C,100,-,CAN1,yiming
chrV,33707,34407,YEL062W,100,+,NPR2,yiming
chrV,39537,40046,YEL061C,100,-,CIN8,yiming
chrV,41953,42400,YEL060C,100,-,PRB1,yiming
chrV,42624,42652,YEL059C-A,100,-,SOM1,yiming
chrV,42624,42652,YEL059W,100,+,HHY1,yiming
chrV,42960,43252,YEL058W,100,+,PCM1,yiming
chrV,45721,46421,YEL057C,100,-,SDD1,yiming
chrV,46468,47168,YEL056W,100,+,HAT2,yiming
chrV,51539,52239,YEL055C,100,-,POL5,yiming
chrV,52208,52908,YEL053W-A,100,+,YEL053W-A,yiming
chrV,53218,53901,YEL054C,100,-,RPL12A,yiming
chrV,56102,56571,YEL053C,100,-,MAK10,yiming
chrV,56102,56571,YEL052W,100,+,AFG1,yiming
chrV,58100,58378,YEL051W,100,+,VMA8,yiming
chrV,59148,59549,YEL050W-A,100,+,YEL050W-A,yiming
chrV,60851,61551,YEL050C,100,-,RML2,yiming
chrV,63028,63728,YEL049W,100,+,PAU2,yiming
chrV,65167,65385,YEL048C,100,-,TCA17,yiming
chrV,66797,67497,YEL047C,100,-,FRD1,yiming
chrV,68792,68840,YEL046C,100,-,GLY1,yiming
chrV,69265,69757,YEL045C,100,-,YEL045C,yiming
chrV,69265,69757,YEL044W,100,+,IES6,yiming
chrV,70257,70478,unknown_5087,100,+,GTA1,yiming
chrV,73348,73771,YEL042W,100,+,GDA1,yiming
chrV,75327,75944,YEL041W,100,+,YEF1,yiming
chrV,77431,78053,YEL040W,100,+,UTR2,yiming
chrV,79977,80462,YEL039C,100,-,CYC7,yiming
chrV,79977,80462,YEL038W,100,+,UTR4,yiming
chrV,82603,83050,YEL037C,100,-,RAD23,yiming
chrV,84552,85045,YEL036C,100,-,ANP1,yiming
chrV,85545,85613,YEL035C,100,-,UTR5,yiming
chrV,85545,85676,YEL034W,100,+,HYP2,yiming
chrV,86149,86179,YEL033W,100,+,MTC7,yiming
chrV,86215,86915,YEL034C-A,100,-,YEL034C-A,yiming
chrV,86598,86937,YEL032W,100,+,MCM3,yiming
chrV,87201,87901,YEL032C-A,100,-,YEL032C-A,yiming
chrV,89852,90258,YEL031W,100,+,SPF1,yiming
chrV,93944,94644,YEL030W,100,+,ECM10,yiming
chrV,94897,95597,YEL030C-A,100,-,YEL030C-A,yiming
chrV,97796,98496,YEL029C,100,-,BUD16,yiming
chrV,97968,98668,YEL028W,100,+,YEL028W,yiming
chrV,100069,100769,YEL027W,100,+,VMA3,yiming
chrV,101251,101943,YEL026W,100,+,SNU13,yiming
chrV,106147,106847,YEL025C,100,-,YEL025C,yiming
chrV,106560,107260,YEL024W,100,+,RIP1,yiming
chrV,110552,111252,YEL023C,100,-,YEL023C,yiming
chrV,110721,111421,YEL022W,100,+,GEA2,yiming
chrV,115800,116167,YEL021W,100,+,URA3,yiming
chrV,116970,117211,YEL020W-A,100,+,TIM9,yiming
chrV,117380,118080,YEL020C-B,100,-,YEL020C-B,yiming
chrV,120299,120498,YEL020C,100,-,PXP1,yiming
chrV,121301,121455,YEL019C,100,-,MMS21,yiming
chrV,121301,121471,YEL018W,100,+,EAF5,yiming
chrV,121988,122688,YEL018C-A,100,-,YEL018C-A,yiming
chrV,122929,123629,YEL017C-A,100,-,PMP2,yiming
chrV,122957,123657,YEL017W,100,+,GTT3,yiming
chrV,126218,126629,YEL016C,100,-,NPP2,yiming
chrV,126218,126629,YEL015W,100,+,EDC3,yiming
chrV,128608,128825,YEL014C,100,-,YEL014C,yiming
chrV,128608,128825,YEL013W,100,+,VAC8,yiming
chrV,131072,131772,YEL012W,100,+,UBC8,yiming
chrV,132551,133120,YEL011W,100,+,GLC3,yiming
chrV,135579,136279,YEL010W,100,+,YEL010W,yiming
chrV,136778,137478,YEL009C-A,100,-,YEL009C-A,yiming
chrV,139763,140463,YEL009C,100,-,GCN4,yiming
chrV,139812,140512,YEL008W,100,+,YEL008W,yiming
chrV,140818,141518,YEL008C-A,100,-,YEL008C-A,yiming
chrV,141191,141891,YEL007W,100,+,MIT1,yiming
chrV,143891,144326,YEL006W,100,+,YEA6,yiming
chrV,146754,146950,YEL005C,100,-,VAB2,yiming
chrV,146754,146950,YEL004W,100,+,YEA4,yiming
chrV,147978,148175,YEL003W,100,+,GIM4,yiming
chrV,150013,150300,YEL002C,100,-,WBP1,yiming
chrV,150977,151677,YEL001C,100,-,IRC22,yiming
chrV,152819,153519,YER001W,100,+,MNN1,yiming
chrV,156102,156802,YER002W,100,+,NOP16,yiming
chrV,159117,159579,YER003C,100,-,PMI40,yiming
chrV,159117,159579,YER004W,100,+,FMP52,yiming
chrV,160274,160549,YER005W,100,+,YND1,yiming
chrV,162441,162722,YER006W,100,+,NUG1,yiming
chrV,164284,164526,YER007W,100,+,PAC2,yiming
chrV,164660,165360,YER006C-A,100,-,YER006C-A,yiming
chrV,166884,167584,YER007C-A,100,-,TMA20,yiming
chrV,171817,172114,YER008C,100,-,SEC3,yiming
chrV,171817,172114,YER009W,100,+,NTF2,yiming
chrV,173337,174037,YER010C,100,-,YER010C,yiming
chrV,174547,175247,YER011W,100,+,TIR1,yiming
chrV,177134,177834,YER012W,100,+,PRE1,yiming
chrV,178430,178840,YER013W,100,+,PRP22,yiming
chrV,182277,182599,YER014W,100,+,HEM14,yiming
chrV,184218,184540,YER015W,100,+,FAA2,yiming
chrV,184699,185399,YER014C-A,100,-,BUD25,yiming
chrV,187576,188276,YER016W,100,+,BIM1,yiming
chrV,191787,191958,YER017C,100,-,AFG3,yiming
chrV,192623,192796,YER018C,100,-,SPC25,yiming
chrV,192623,192796,YER019W,100,+,ISC1,yiming
chrV,194538,195167,YER019C-A,100,-,SBH2,yiming
chrV,194538,195167,YER020W,100,+,GPA2,yiming
chrV,196516,196947,YER021W,100,+,RPN3,yiming
chrV,198518,198811,YER022W,100,+,SRB4,yiming
chrV,200874,201075,YER023W,100,+,PRO3,yiming
chrV,201733,202191,YER023C-A,100,-,YER023C-A,yiming
chrV,201935,202191,YER024W,100,+,YAT2,yiming
chrV,204962,205250,YER025W,100,+,GCD11,yiming
chrV,208473,208978,YER026C,100,-,CHO1,yiming
chrV,210231,210691,YER027C,100,-,GAL83,yiming
chrV,211875,212575,YER028C,100,-,MIG3,yiming
chrV,213176,213436,YER029C,100,-,SMB1,yiming
chrV,213176,213436,YER030W,100,+,CHZ1,yiming
chrV,214746,215062,YER031C,100,-,YPT31,yiming
chrV,214746,215062,YER032W,100,+,FIR1,yiming
chrV,221286,221845,YER033C,100,-,ZRG8,yiming
chrV,221286,221845,YER034W,100,+,YER034W,yiming
chrV,222402,222638,YER035W,100,+,EDC2,yiming
chrV,225198,225888,YER036C,100,-,ARB1,yiming
chrV,225198,225888,YER037W,100,+,PHM8,yiming
chrV,228251,228450,YER038C,100,-,KRE29,yiming
chrV,228251,228450,unknown_5182,100,+,FMP49,yiming
chrV,229204,229262,YER039C,100,-,HVG1,yiming
chrV,229480,229794,YER039C-A,100,-,YER039C-A,yiming
chrV,229480,229794,YER040W,100,+,GLN3,yiming
chrV,231986,232460,YER041W,100,+,YEN1,yiming
chrV,234739,234936,YER042W,100,+,MXR1,yiming
chrV,237118,237569,YER043C,100,-,SAH1,yiming
chrV,238015,238459,YER044C,100,-,ERG28,yiming
chrV,239773,240031,YER044C-A,100,-,MEI4,yiming
chrV,241500,242200,YER045C,100,-,ACA1,yiming
chrV,242479,243179,YER046W,100,+,SPO73,yiming
chrV,243610,243699,YER046W-A,100,+,YER046W-A,yiming
chrV,246502,246981,YER047C,100,-,SAP1,yiming
chrV,248156,248856,YER048C,100,-,CAJ1,yiming
chrV,250017,250717,YER048W-A,100,+,ISD11,yiming
chrV,251027,251727,YER049W,100,+,TPA1,yiming
chrV,254386,254655,YER050C,100,-,RSM18,yiming
chrV,254386,254655,YER051W,100,+,JHD1,yiming
chrV,257957,258657,YER052C,100,-,HOM3,yiming
chrV,259638,260338,YER053C,100,-,PIC2,yiming
chrV,261045,261745,YER053C-A,100,-,YER053C-A,yiming
chrV,263697,264397,YER054C,100,-,GIP2,yiming
chrV,265784,266484,YER055C,100,-,HIS1,yiming
chrV,268112,268812,YER056C,100,-,FCY2,yiming
chrV,270183,270735,YER056C-A,100,-,RPL34A,yiming
chrV,271124,271766,YER057C,100,-,HMF1,yiming
chrV,271124,271766,YER058W,100,+,PET117,yiming
chrV,272089,272622,YER059W,100,+,PCL6,yiming
chrV,273884,274565,YER060W,100,+,FCY21,yiming
chrV,276151,276570,YER060W-A,100,+,FCY22,yiming
chrV,279624,279928,YER061C,100,-,CEM1,yiming
chrV,280680,281380,YER062C,100,-,GPP2,yiming
chrV,281008,281708,YER063W,100,+,THO1,yiming
chrV,284220,284920,YER064C,100,-,VHR2,yiming
chrV,286912,287612,YER065C,100,-,ICL1,yiming
chrV,289540,290240,YER066W,100,+,RRT13,yiming
chrV,291364,292064,YER067W,100,+,RGI1,yiming
chrV,292201,292238,YER066C-A,100,-,YER066C-A,yiming
chrV,292561,293048,YER067C-A,100,-,YER067C-A,yiming
chrV,292561,293048,YER068W,100,+,MOT2,yiming
chrV,294811,295408,YER069W,100,+,"ARG5,6",yiming
chrV,295730,296430,YER068C-A,100,-,YER068C-A,yiming
chrV,298248,298948,YER070W,100,+,RNR1,yiming
chrV,302325,302804,YER071C,100,-,TDA2,yiming
chrV,302325,302804,YER072W,100,+,VTC1,yiming
chrV,303327,304027,YER073W,100,+,ALD5,yiming
chrV,305619,306319,YER074W,100,+,RPS24A,yiming
chrV,307192,307649,YER074W-A,100,+,YOS1,yiming
chrV,311195,311895,YER075C,100,-,PTP3,yiming
chrV,312686,313386,YER076W-A,100,+,YER076W-A,yiming
chrV,313494,314194,YER076C,100,-,YER076C,yiming
chrV,316596,316803,YER077C,100,-,MRX1,yiming
chrV,318338,318642,YER078C,100,-,ICP55,yiming
chrV,318338,318642,YER078W-A,100,+,YER078W-A,yiming
chrV,318806,318916,YER079W,100,+,YER079W,yiming
chrV,319548,319959,YER080W,100,+,AIM9,yiming
chrV,320236,320936,YER079C-A,100,-,YER079C-A,yiming
chrV,321982,322682,YER081W,100,+,SER3,yiming
chrV,325932,326170,YER082C,100,-,UTP7,yiming
chrV,327027,327061,YER083C,100,-,GET2,yiming
chrV,327027,327061,YER084W,100,+,YER084W,yiming
chrV,327447,327594,YER084W-A,100,+,YER084W-A,yiming
chrV,328136,328473,YER085C,100,-,YER085C,yiming
chrV,328136,328473,YER086W,100,+,ILV1,yiming
chrV,330203,330572,YER087W,100,+,AIM10,yiming
chrV,332364,332578,YER087C-A,100,-,YER087C-A,yiming
chrV,332826,333172,YER087C-B,100,-,SBH1,yiming
chrV,335184,335692,YER088C,100,-,DOT6,yiming
chrV,335223,335923,YER088W-B,100,+,YER088W-B,yiming
chrV,336015,336715,YER088C-A,100,-,YER088C-A,yiming
chrV,337336,337945,YER089C,100,-,PTC2,yiming
chrV,337336,337945,YER090W,100,+,TRP2,yiming
chrV,338407,339107,YER090C-A,100,-,YER090C-A,yiming
chrV,342163,342386,YER091C,100,-,MET6,yiming
chrV,342607,342851,YER091C-A,100,-,YER091C-A,yiming
chrV,342607,342851,YER092W,100,+,IES5,yiming
chrV,347608,347908,YER093C,100,-,TSC11,yiming
chrV,348396,348725,YER093C-A,100,-,AIM11,yiming
chrV,349342,349976,YER094C,100,-,PUP3,yiming
chrV,349342,349976,YER095W,100,+,RAD51,yiming
chrV,351178,351694,YER096W,100,+,SHC1,yiming
chrV,354436,355136,YER097W,100,+,YER097W,yiming
chrV,354762,355462,YER098W,100,+,UBP9,yiming
chrV,359057,359558,YER099C,100,-,PRS2,yiming
chrV,359057,359558,YER100W,100,+,UBC6,yiming
chrV,361790,362490,YER101C,100,-,AST2,yiming
chrV,362396,363096,YER102W,100,+,RPS8B,yiming
chrV,363885,364585,YER103W,100,+,SSA4,yiming
chrV,366513,366798,YER104W,100,+,RTT105,yiming
chrV,372009,372322,YER105C,100,-,NUP157,yiming
chrV,372009,372322,YER106W,100,+,MAM1,yiming
chrV,373690,374390,YER107W-A,100,+,YER107W-A,yiming
chrV,374541,375211,YER107C,100,-,GLE2,yiming
chrV,377610,378310,YER109C,100,-,FLO8,yiming
chrV,382099,382591,YER110C,100,-,KAP123,yiming
chrV,385872,386572,YER111C,100,-,SWI4,yiming
chrV,386528,387228,YER112W,100,+,LSM4,yiming
chrV,390048,390586,YER113C,100,-,TMN3,yiming
chrV,393708,394288,YER114C,100,-,BOI2,yiming
chrV,394863,395344,YER115C,100,-,SPR6,yiming
chrV,396168,396765,YER116C,100,-,SLX8,yiming
chrV,396168,396765,YER117W,100,+,RPL23B,yiming
chrV,399051,399492,YER118C,100,-,SHO1,yiming
chrV,400838,400863,YER119C,100,-,AVT6,yiming
chrV,400838,401131,YER120W,100,+,SCS2,yiming
chrV,401234,401934,YER119C-A,100,-,YER119C-A,yiming
chrV,401865,402371,YER121W,100,+,YER121W,yiming
chrV,404348,404809,YER122C,100,-,GLO3,yiming
chrV,404348,404809,YER123W,100,+,YCK3,yiming
chrV,409059,409759,YER124C,100,-,DSE1,yiming
chrV,409485,410185,YER125W,100,+,RSP5,yiming
chrV,414175,414477,YER126C,100,-,NSA2,yiming
chrV,414175,414477,YER127W,100,+,LCP5,yiming
chrV,415550,415855,YER128W,100,+,VFA1,yiming
chrV,416577,417277,YER129W,100,+,SAK1,yiming
chrV,422442,423142,YER130C,100,-,COM2,yiming
chrV,423248,423948,YER131W,100,+,RPS26B,yiming
chrV,430445,431145,YER132C,100,-,PMD1,yiming
chrV,431791,432491,YER133W,100,+,GLC7,yiming
chrV,436487,437187,YER133W-A,100,+,YER133W-A,yiming
chrV,437799,437948,YER134C,100,-,YER134C,yiming
chrV,438340,439040,YER135C,100,-,YER135C,yiming
chrV,438912,439612,YER136W,100,+,GDI1,yiming
chrV,440967,441571,YER137W-A,100,+,YER137W-A,yiming
chrV,441815,442515,YER137C,100,-,YER137C,yiming
chrV,449020,449470,YER138C,100,-,YER138C,yiming
chrV,449020,449470,YER137C-A,100,-,YER137C-A,yiming
chrV,449020,449470,YER138W-A,100,+,YER138W-A,yiming
chrV,451238,451560,YER139C,100,-,RTR1,yiming
chrV,451238,451560,YER140W,100,+,EMP65,yiming
chrV,453230,453454,YER141W,100,+,COX15,yiming
chrV,456031,456314,YER142C,100,-,MAG1,yiming
chrV,456031,456314,YER143W,100,+,DDI1,yiming
chrV,460218,460521,YER144C,100,-,UBP5,yiming
chrV,461735,462381,YER145C,100,-,FTR1,yiming
chrV,461880,462580,YER146W,100,+,LSM5,yiming
chrV,462818,462963,YER145C-A,100,-,YER145C-A,yiming
chrV,464837,465198,YER147C,100,-,SCC4,yiming
chrV,464837,465298,YER148W,100,+,SPT15,yiming
chrV,465608,466180,YER147C-A,100,-,YER147C-A,yiming
chrV,466020,466180,YER148W-A,100,+,YER148W-A,yiming
chrV,467465,468165,YER149C,100,-,PEA2,yiming
chrV,467665,468365,YER150W,100,+,SPI1,yiming
chrV,472419,472652,YER151C,100,-,UBP3,yiming
chrV,472780,473480,YER152W-A,100,+,YER152W-A,yiming
chrV,473983,474036,YER152C,100,-,YER152C,yiming
chrV,474800,475015,YER153C,100,-,PET122,yiming
chrV,474800,475015,YER154W,100,+,OXA1,yiming
chrV,482843,483320,YER155C,100,-,BEM2,yiming
chrV,484336,484783,unknown_5331,100,-,MYG1,yiming
chrV,484336,484783,YER157W,100,+,COG3,yiming
chrV,490573,491273,YER158C,100,-,YER158C,yiming
chrV,490782,491482,YER158W-A,100,+,YER158W-A,yiming
chrV,491953,492653,YER159C,100,-,BUR6,yiming
chrV,498119,498819,YER160C,100,-,YER160C,yiming
chrV,498119,498819,YER159C-A,100,-,YER159C-A,yiming
chrV,500343,500625,YER161C,100,-,SPT2,yiming
chrV,502889,503079,YER162C,100,-,RAD4,yiming
chrV,503777,504477,YER163C,100,-,GCG1,yiming
chrV,504687,505387,YER164W,100,+,CHD1,yiming
chrV,509793,510368,YER165W,100,+,PAB1,yiming
chrV,512101,512739,YER166W,100,+,DNF1,yiming
chrV,512978,513678,YER165C-A,100,-,YER165C-A,yiming
chrV,517511,518211,YER167W,100,+,BCK2,yiming
chrV,522664,523364,YER168C,100,-,CCA1,yiming
chrV,522664,523364,YER169W,100,+,RPH1,yiming
chrV,525754,525969,YER170W,100,+,ADK2,yiming
chrV,526646,527077,YER171W,100,+,RAD3,yiming
chrV,536016,536270,YER172C,100,-,BRR2,yiming
chrV,536016,536295,YER173W,100,+,RAD24,yiming
chrV,536650,537350,YER172C-A,100,-,YER172C-A,yiming
chrV,539163,539459,YER174C,100,-,GRX4,yiming
chrV,540358,540645,YER175C,100,-,TMT1,yiming
chrV,540358,540645,YER175W-A,100,+,YER175W-A,yiming
chrV,540985,541685,YER176W,100,+,ECM32,yiming
chrV,545050,545606,YER177W,100,+,BMH1,yiming
chrV,546409,546812,YER178W,100,+,PDA1,yiming
chrV,548074,548416,YER179W,100,+,DMC1,yiming
chrV,550522,550860,YER180C,100,-,ISC10,yiming
chrV,551117,551468,YER180C-A,100,-,SLO1,yiming
chrV,551791,552491,YER181C,100,-,YER181C,yiming
chrV,551820,552520,YER182W,100,+,FMP10,yiming
chrV,553964,554664,YER183C,100,-,FAU1,yiming
chrV,558675,559375,YER184C,100,-,TOG1,yiming
chrV,558749,559449,YER185W,100,+,PUG1,yiming
chrV,562620,563320,YER186C,100,-,YER186C,yiming
chrV,565525,566225,YER187W,100,+,YER187W,yiming
chrV,567335,568035,YER188W,100,+,YER188W,yiming
chrV,569902,570602,YER188C-A,100,-,YER188C-A,yiming
chrV,570450,571150,YER189W,100,+,YER189W,yiming
chrV,570775,571475,YER190W,100,+,YRF1-2,yiming
chrV,575374,575675,YER190C-A,100,-,YER190C-A,yiming
chrV,576157,576857,YER190C-B,100,-,YER190C-B,yiming
chrVI,0,53,YFL068W,100,+,YFL068W,yiming
chrVI,535,836,YFL067W,100,+,YFL067W,yiming
chrVI,2615,3030,YFL066C,100,-,YFL066C,yiming
chrVI,3338,4038,YFL065C,100,-,YFL065C,yiming
chrVI,3846,4546,YFL064C,100,-,YFL064C,yiming
chrVI,4366,5066,YFL063W,100,+,YFL063W,yiming
chrVI,5726,6426,YFL062W,100,+,COS4,yiming
chrVI,8845,9545,YFL061W,100,+,DDI2,yiming
chrVI,10969,11363,YFL060C,100,-,SNO3,yiming
chrVI,10969,11363,YFL059W,100,+,SNZ3,yiming
chrVI,12259,12929,YFL058W,100,+,THI5,yiming
chrVI,14763,14793,YFL057C,100,-,YFL057C,yiming
chrVI,15431,16131,YFL056C,100,-,AAD6,yiming
chrVI,16304,17004,YFL055W,100,+,AGP3,yiming
chrVI,22787,23423,YFL054C,100,-,AQY3,yiming
chrVI,22787,23423,YFL053W,100,+,DAK2,yiming
chrVI,27532,28232,YFL052W,100,+,ZNF1,yiming
chrVI,30540,31240,YFL051C,100,-,YFL051C,yiming
chrVI,35848,36548,YFL050C,100,-,ALR2,yiming
chrVI,36103,36803,YFL049W,100,+,SWP82,yiming
chrVI,40180,40421,YFL048C,100,-,EMP47,yiming
chrVI,40180,40421,YFL047W,100,+,RGD2,yiming
chrVI,42565,42815,YFL046W,100,+,FMP32,yiming
chrVI,44392,44655,YFL045C,100,-,SEC53,yiming
chrVI,45560,45720,YFL044C,100,-,OTU1,yiming
chrVI,47744,48444,YFL042C,100,-,LAM5,yiming
chrVI,48034,48734,YFL041W-A,100,+,YFL041W-A,yiming
chrVI,48925,49139,YFL041W,100,+,FET5,yiming
chrVI,51007,51350,YFL040W,100,+,YFL040W,yiming
